App,Minutes
Benutzerauthentifizierung,0.5
Chatgpt,123.66666666666667
Gmail,9.5
Kurzbefehle,24.666666666666668
Prime video,1.0
Safari,88.5
Shortcuts,0.6666666666666666
Wo ist?,25.333333333333332
Youtube,367.2
